TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency,workflowRunId,workflowStepId
2026-06-19 12:44:26,1781873066109,task-management-application1-djmeg67yj-vinith-kumar-rs-projects.vercel.app/,GET,,500,6hq9r-1781873064915-2bac9c725fc0,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-djmeg67yj-vinith-kumar-rs-projects.vercel.app,task-management-application1-djmeg67yj-vinith-kumar-rs-projects.vercel.app,dpl_6kfGYvpsuCHwYb7EmbikphguHEnD,,,,,"◇ injected env (0) from .env // tip: ⌘ override existing { override: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:44:24,1781873064915,task-management-application1-djmeg67yj-vinith-kumar-rs-projects.vercel.app/,GET,,500,6hq9r-1781873064915-2bac9c725fc0,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-djmeg67yj-vinith-kumar-rs-projects.vercel.app,task-management-application1-djmeg67yj-vinith-kumar-rs-projects.vercel.app,dpl_6kfGYvpsuCHwYb7EmbikphguHEnD,726,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFYJFCVN5GBXTBMAPDF58ZQ,,-1,,
2026-06-19 12:37:33,1781872653094,task-management-application1.vercel.app/favicon.ico,GET,,500,595z4-1781872651987-55297009f94b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1.vercel.app,task-management-application1.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ⌘ custom filepath { path: '/custom/path/.env' }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:37:31,1781872651987,task-management-application1.vercel.app/favicon.ico,GET,,500,595z4-1781872651987-55297009f94b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1.vercel.app,task-management-application1.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,733,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY5W1QQW1DBEFQ4DKVRV1N,,-1,,
2026-06-19 12:37:31,1781872651601,task-management-application1.vercel.app/,GET,,500,92lpb-1781872650478-ea4228b31568,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1.vercel.app,task-management-application1.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ⌘ override existing { override: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:37:30,1781872650478,task-management-application1.vercel.app/,GET,,500,92lpb-1781872650478-ea4228b31568,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1.vercel.app,task-management-application1.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,767,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY5THZPW0DDEMS05B140SG,,-1,,
2026-06-19 12:35:24,1781872524815,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/favicon.png,GET,,500,zsnqt-1781872524013-bf69f59fd9f3,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ◈ secrets for agents [www.dotenvx.com]
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:35:24,1781872524013,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/favicon.png,GET,,500,zsnqt-1781872524013-bf69f59fd9f3,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,737,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY1YRWSHYN2M434DY4TPE8,,-1,,
2026-06-19 12:35:23,1781872523827,task-management-application1.vercel.app/favicon.ico,GET,,500,5v2nx-1781872522704-82e6b4b805be,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1.vercel.app,task-management-application1.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ◈ secrets for agents [www.dotenvx.com]
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:35:22,1781872522704,task-management-application1.vercel.app/favicon.ico,GET,,500,5v2nx-1781872522704-82e6b4b805be,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1.vercel.app,task-management-application1.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,745,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY1XT0CG975CXBF2W9NRMZ,,-1,,
2026-06-19 12:35:21,1781872521929,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/favicon.png,GET,,500,xcqkh-1781872521133-772fa85bdce3,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ⌘ enable debugging { debug: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:35:21,1781872521133,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/favicon.png,GET,,500,xcqkh-1781872521133-772fa85bdce3,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,740,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY1VYTMEE958WQMXS60KHK,,-1,,
2026-06-19 12:35:22,1781872522204,task-management-application1.vercel.app/,GET,,500,c9j4m-1781872520537-53b04ebc4dad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1.vercel.app,task-management-application1.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ◈ encrypted .env [www.dotenvx.com]
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:35:20,1781872520537,task-management-application1.vercel.app/,GET,,500,c9j4m-1781872520537-53b04ebc4dad,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1.vercel.app,task-management-application1.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,766,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY1W6E1T2NRZS8SJV5VFQR,,-1,,
2026-06-19 12:35:19,1781872519808,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/favicon.png,GET,,500,6hq9r-1781872518997-63f1d99d09aa,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ⌘ multiple files { path: ['.env.local', '.env'] }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:35:18,1781872518997,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/favicon.png,GET,,500,6hq9r-1781872518997-63f1d99d09aa,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,750,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY1SW4D5SKC309ZHW3ZNQQ,,-1,,
2026-06-19 12:35:18,1781872518952,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/favicon.ico,GET,,500,x78gs-1781872518152-2e4296327060,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ⌁ auth for agents [www.vestauth.com]
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:35:18,1781872518152,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/favicon.ico,GET,,500,x78gs-1781872518152-2e4296327060,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,742,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY1S1NB7VFHZQ2W5EHYYBN,,-1,,
2026-06-19 12:35:20,1781872520047,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/,GET,,500,n88xk-1781872518151-4599070d3a56,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ⌘ multiple files { path: ['.env.local', '.env'] }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.
◇ injected env (0) from .env // tip: ⌘ custom filepath { path: '/custom/path/.env' }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:35:18,1781872518151,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/,GET,,500,n88xk-1781872518151-4599070d3a56,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,723,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY1S6ETRCWBRV0H3K38T76,,-1,,
2026-06-19 12:35:18,1781872518690,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/,GET,,500,xnmsq-1781872517744-2015782fa272,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ⌘ suppress logs { quiet: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:35:17,1781872517744,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/,GET,,500,xnmsq-1781872517744-2015782fa272,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.7390.0 Safari/537.36",,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,779,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY1RR765227HJQXE87METF,,-1,,
2026-06-19 12:35:16,1781872516080,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/favicon.ico,GET,,500,jjp5f-1781872515086-7f4bc45838a2,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ⌘ suppress logs { quiet: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:35:15,1781872515086,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/favicon.ico,GET,,500,jjp5f-1781872515086-7f4bc45838a2,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,822,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY1P5AFAKH40JNPCFJ9WSM,,-1,,
2026-06-19 12:35:13,1781872513963,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/favicon.ico,GET,,500,dthrn-1781872512875-1f1db659efa5,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ⌘ multiple files { path: ['.env.local', '.env'] }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:35:12,1781872512875,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/favicon.ico,GET,,500,dthrn-1781872512875-1f1db659efa5,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,909,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY1M0F98PT99TB4NYN9BGY,,-1,,
2026-06-19 12:35:12,1781872512811,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/,GET,,500,5995k-1781872511924-6d13b40ba34c,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ⌘ suppress logs { quiet: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:35:11,1781872511924,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/,GET,,500,5995k-1781872511924-6d13b40ba34c,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,817,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY1JZ24DAS0B7CP8F32YZA,,-1,,
2026-06-19 12:35:10,1781872510872,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/,GET,,500,lff7g-1781872508427-113d70c7ad91,vercel-favicon/1.0,error,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,,,,,"◇ injected env (0) from .env // tip: ⌘ enable debugging { debug: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.
◇ injected env (0) from .env // tip: ⌘ suppress logs { quiet: true }
MongoDB Connection Error: Missing MongoDB URI. Set MONGODB_URI (or MONGO_URI) in .env
Node.js process exited with exit status: 1. The logs above can help with debugging the issue.",prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,,,,,
2026-06-19 12:35:08,1781872508427,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app/,GET,,500,lff7g-1781872508427-113d70c7ad91,vercel-favicon/1.0,,production,main,MISS,function,/_svc/task-management-api/index,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,task-management-application1-pwic6g6zz-vinith-kumar-rs-projects.vercel.app,dpl_DvqZ3VR3oNgoWQBysRMG42HMqtf8,776,iad1,-1,2048,,prj_o237HagVYyYZRTbNOj2cNFVqR0pY,,,01KVFY1FV488TP233X9YX8MTQE,,-1,,
